,label,comment,label doc,comment doc,comment not empty
http://semanticscience.org/resource/SIO_001372,legislation,,legislation ,,False
http://semanticscience.org/resource/SIO_000446,stacked bar graph,,stacked bar graph ,,False
http://semanticscience.org/resource/SIO_001287,indecision,,indecision ,,False
http://semanticscience.org/resource/SIO_000987,predicted gene,,predicted gene ,,False
http://semanticscience.org/resource/SIO_000510,model,,model ,,False
http://semanticscience.org/resource/SIO_001208,decreased chemical destruction,,decreased chemical destruction ,,False
http://semanticscience.org/resource/SIO_010779,structural isomer,,structural isomer ,,False
http://semanticscience.org/resource/SIO_000908,streamgraph,,streamgraph ,,False
http://semanticscience.org/resource/SIO_010296,process down-regulation,,process regulation ,,False
http://semanticscience.org/resource/SIO_001351,DisGeNET disease specificity,,dis genet disease specificity ,,False
http://semanticscience.org/resource/SIO_001266,hemizygous,,hemizygous ,,False
http://semanticscience.org/resource/SIO_000966,agreement,,agreement ,,False
http://semanticscience.org/resource/SIO_010360,to modify oxidation state of,,modify oxidation state ,,False
http://semanticscience.org/resource/SIO_000483,phrase,,phrase ,,False
http://semanticscience.org/resource/SIO_001330,metadata,,metadata ,,False
http://semanticscience.org/resource/SIO_000404,professor,,professor ,,False
http://semanticscience.org/resource/SIO_000398,nurse,,nurse ,,False
http://semanticscience.org/resource/SIO_001245,standard score,,standard score ,,False
http://semanticscience.org/resource/SIO_000319,latitude,,latitude ,,False
http://semanticscience.org/resource/SIO_000945,tree diagram,,tree diagram ,,False
http://semanticscience.org/resource/SIO_000462,linear value axis,,linear value axis ,,False
http://semanticscience.org/resource/SIO_000377,to demagnify,,demagnify ,,False
http://semanticscience.org/resource/SIO_001224,amino acid,,amino acid ,,False
http://semanticscience.org/resource/SIO_010795,ionsdaleite,,ionsdaleite ,,False
http://semanticscience.org/resource/SIO_000924,television program,,television program ,,False
http://semanticscience.org/resource/SIO_000441,1D cartesian point,,cartesian point ,,False
http://semanticscience.org/resource/SIO_001139,regulation of process spatial extent,,regulation process spatial extent ,,False
http://semanticscience.org/resource/SIO_000839,gratitude,,gratitude ,,False
http://semanticscience.org/resource/SIO_001282,hunger,,hunger ,,False
http://semanticscience.org/resource/SIO_000982,written language,,written language ,,False
http://semanticscience.org/resource/SIO_001203,increased molecular production from increased regulation,,increased molecular production increased regulation ,,False
http://semanticscience.org/resource/SIO_001197,structural motif,,structural motif ,,False
http://semanticscience.org/resource/SIO_000903,bottom value axis,,bottom value axis ,,False
http://semanticscience.org/resource/SIO_000897,association,,association ,,False
http://semanticscience.org/resource/SIO_001118,sequence,,sequence ,,False
http://semanticscience.org/resource/SIO_000818,awe,,awe ,,False
http://semanticscience.org/resource/SIO_001261,ordered list item,,ordered list item ,,False
http://semanticscience.org/resource/SIO_000961,fictional,,fictional ,,False
http://semanticscience.org/resource/SIO_001176,negative nucleic acid strand,,negative nucleic acid strand ,,False
http://semanticscience.org/resource/SIO_000876,student advisor role,,student advisor role ,,False
http://semanticscience.org/resource/SIO_000393,patient,,patient ,,False
http://semanticscience.org/resource/SIO_001240,nmr device,,nmr device ,,False
http://semanticscience.org/resource/SIO_000314,polymer,,polymer ,,False
http://semanticscience.org/resource/SIO_000940,mereological chart,,mereological chart ,,False
http://semanticscience.org/resource/SIO_000855,panic,,panic ,,False
http://semanticscience.org/resource/SIO_000372,to inject,,inject ,,False
http://semanticscience.org/resource/SIO_000287,social relation,,social relation ,,False
http://semanticscience.org/resource/SIO_010790,aggregated carbon nanorods,,aggregated carbon nanorods ,,False
http://semanticscience.org/resource/SIO_001134,decreased frequency of process from increased regulation,,decreased frequency process increased regulation ,,False
http://semanticscience.org/resource/SIO_000834,envy,,envy ,,False
http://semanticscience.org/resource/SIO_000351,to supply energy,,supply energy ,,False
http://semanticscience.org/resource/SIO_001049,sampling,,sampling ,,False
http://semanticscience.org/resource/SIO_001192,web service invocation,,web service invocation ,,False
http://semanticscience.org/resource/SIO_000266,valid argument,,valid argument ,,False
http://semanticscience.org/resource/SIO_010058,alive,,alive ,,False
http://semanticscience.org/resource/SIO_001113,minimal value,,minimal value ,,False
http://semanticscience.org/resource/SIO_000813,angst,,angst ,,False
http://semanticscience.org/resource/SIO_000330,spherical coordinate system,,spherical coordinate system ,,False
http://semanticscience.org/resource/SIO_001028,medical report,,medical report ,,False
http://semanticscience.org/resource/SIO_000728,chemical identifier,,chemical identifier ,,False
http://semanticscience.org/resource/SIO_001171,database cross-reference,,database cross reference ,,False
http://semanticscience.org/resource/SIO_000871,terror,,terror ,,False
http://semanticscience.org/resource/SIO_010037,chemical element,,chemical element ,,False
http://semanticscience.org/resource/SIO_001086,to add a covalent bond,,add covalent bond ,,False
http://semanticscience.org/resource/SIO_000786,verbal language entity,,verbal language entity ,,False
http://semanticscience.org/resource/SIO_001007,assay,,assay ,,False
http://semanticscience.org/resource/SIO_000707,student role,,student role ,,False
http://semanticscience.org/resource/SIO_010101,rna gene,,rna gene ,,False
http://semanticscience.org/resource/SIO_010095,RNA transcript component,,rna transcript component ,,False
http://semanticscience.org/resource/SIO_001150,regulation of object consumption,,regulation object consumption ,,False
http://semanticscience.org/resource/SIO_000850,joy,,joy ,,False
http://semanticscience.org/resource/SIO_010016,nucleic acid sequence,,nucleic acid sequence ,,False
http://semanticscience.org/resource/SIO_001065,speculation,,speculation ,,False
http://semanticscience.org/resource/SIO_000765,probability value,,probability value ,,False
http://semanticscience.org/resource/SIO_000282,exclusive disjunction (xor),,exclusive disjunction xor ,,False
http://semanticscience.org/resource/SIO_010074,amino acid residue,,amino acid residue ,,False
http://semanticscience.org/resource/SIO_000197,materials and methods section,,materials methods section ,,False
http://semanticscience.org/resource/SIO_001044,viroid,,viroid ,,False
http://semanticscience.org/resource/SIO_000118,common name,,common name ,,False
http://semanticscience.org/resource/SIO_000744,learning,,learning ,,False
http://semanticscience.org/resource/SIO_000261,premise,,premise ,,False
http://semanticscience.org/resource/SIO_010053,evolutionary lineage,,evolutionary lineage ,,False
http://semanticscience.org/resource/SIO_000176,reference,,reference ,,False
http://semanticscience.org/resource/SIO_001023,medical screening,,medical screening ,,False
http://semanticscience.org/resource/SIO_000723,to compare,,compare ,,False
http://semanticscience.org/resource/SIO_011116,nobelium atom,,nobelium atom ,,False
http://semanticscience.org/resource/SIO_010515,synthesis reaction,,synthesis reaction ,,False
http://semanticscience.org/resource/SIO_010032,PDB record identifier,,pdb record identifier ,,False
http://semanticscience.org/resource/SIO_000638,probability measure,,probability measure ,,False
http://semanticscience.org/resource/SIO_001081,t-statistic based increased differential gene expression,,statistic based increased differential gene expression ,,False
http://semanticscience.org/resource/SIO_000155,blog,,blog ,,False
http://semanticscience.org/resource/SIO_001002,differential diagnosis,,differential diagnosis ,,False
http://semanticscience.org/resource/SIO_010090,to serve as a template for RNA synthesis,,serve template rna synthesis ,,False
http://semanticscience.org/resource/SIO_000702,to be interacted with,,interacted ,,False
http://semanticscience.org/resource/SIO_000696,to be observed,,observed ,,False
http://semanticscience.org/resource/SIO_011089,ununoctium atom,,ununoctium atom ,,False
http://semanticscience.org/resource/SIO_010011,lipid,,lipid ,,False
http://semanticscience.org/resource/SIO_000617,empty set,,empty set ,,False
http://semanticscience.org/resource/SIO_001060,planned,,planned ,,False
http://semanticscience.org/resource/SIO_000760,referencing cell,,referencing cell ,,False
http://semanticscience.org/resource/SIO_000049,volume,,volume ,,False
http://semanticscience.org/resource/SIO_000675,unique identifier,,unique identifier ,,False
http://semanticscience.org/resource/SIO_011068,bismuth atom,,bismuth atom ,,False
http://semanticscience.org/resource/SIO_000192,bibliography section,,bibliography section ,,False
http://semanticscience.org/resource/SIO_000113,sentence,,sentence ,,False
http://semanticscience.org/resource/SIO_010531,sequence profile,,sequence profile ,,False
http://semanticscience.org/resource/SIO_000654,software version label,,software version label ,,False
http://semanticscience.org/resource/SIO_011047,cadmium atom,,cadmium atom ,,False
http://semanticscience.org/resource/SIO_000171,document component,,document component ,,False
http://semanticscience.org/resource/SIO_010446,gene promoter,,gene promoter ,,False
http://semanticscience.org/resource/SIO_000569,differential equation,,differential equation ,,False
http://semanticscience.org/resource/SIO_011111,berkelium atom,,berkelium atom ,,False
http://semanticscience.org/resource/SIO_010510,inorganic reaction,,inorganic reaction ,,False
http://semanticscience.org/resource/SIO_011026,cobalt atom,,cobalt atom ,,False
http://semanticscience.org/resource/SIO_000150,list,,list ,,False
http://semanticscience.org/resource/SIO_010425,supernatant,,supernatant ,,False
http://semanticscience.org/resource/SIO_011084,unutrium atom,,unutrium atom ,,False
http://semanticscience.org/resource/SIO_000612,representation,,representation ,,False
http://semanticscience.org/resource/SIO_011005,beryllium atom,,beryllium atom ,,False
http://semanticscience.org/resource/SIO_000527,trend line,,trend line ,,False
http://semanticscience.org/resource/SIO_000044,2D extent quantity,,extent quantity ,,False
http://semanticscience.org/resource/SIO_001368,speed,,speed ,,False
http://semanticscience.org/resource/SIO_000670,end time,,end time ,,False
http://semanticscience.org/resource/SIO_011063,platinum atom,,platinum atom ,,False
http://semanticscience.org/resource/SIO_010462,heterogeneous substance,,heterogeneous substance ,,False
http://semanticscience.org/resource/SIO_000585,idea,,idea ,,False
http://semanticscience.org/resource/SIO_010377,cellular organism,,cellular organism ,,False
http://semanticscience.org/resource/SIO_000506,geometric entity,,geometric entity ,,False
http://semanticscience.org/resource/SIO_001347,gene-disease association linked with germline modifying mutation,,gene disease association linked germline modifying mutation ,,False
http://semanticscience.org/resource/SIO_011042,technetium atom,,technetium atom ,,False
http://semanticscience.org/resource/SIO_010441,submolecule,,submolecule ,,False
http://semanticscience.org/resource/SIO_000564,diffusion,,diffusion ,,False
http://semanticscience.org/resource/SIO_000081,image,,image ,,False
http://semanticscience.org/resource/SIO_000479,variant role,,variant role ,,False
http://semanticscience.org/resource/SIO_001326,status descriptor,,status descriptor ,,False
http://semanticscience.org/resource/SIO_011021,titanium atom,,titanium atom ,,False
http://semanticscience.org/resource/SIO_010420,receptor,,receptor ,,False
http://semanticscience.org/resource/SIO_000543,to serve as a host,,serve host ,,False
http://semanticscience.org/resource/SIO_010335,nucleic acid part,,nucleic acid part ,,False
http://semanticscience.org/resource/SIO_000458,value axis,,value axis ,,False
http://semanticscience.org/resource/SIO_001305,moderately quantifier,,moderately quantifier ,,False
http://semanticscience.org/resource/SIO_011000,boron atom,,boron atom ,,False
http://semanticscience.org/resource/SIO_001299,quantity modifier,,quantity modifier ,,False
http://semanticscience.org/resource/SIO_000999,procedure,,procedure ,,False
http://semanticscience.org/resource/SIO_000522,arrowed line segment,,arrowed line segment ,,False
http://semanticscience.org/resource/SIO_001363,to maintain information,,maintain information ,,False
http://semanticscience.org/resource/SIO_000437,2D cartesian point,,cartesian point ,,False
http://semanticscience.org/resource/SIO_000580,antiport enabled secondary active transport,,antiport enabled secondary active transport ,,False
http://semanticscience.org/resource/SIO_000978,consonant,,consonant ,,False
http://semanticscience.org/resource/SIO_010372,to be activated,,activated ,,False
http://semanticscience.org/resource/SIO_000501,polygon edge,,polygon edge ,,False
http://semanticscience.org/resource/SIO_010287,regulation of biochemical process,,regulation biochemical process ,,False
http://semanticscience.org/resource/SIO_001342,gene-disease association linked with modifying mutation,,gene disease association linked modifying mutation ,,False
http://semanticscience.org/resource/SIO_001257,chemical-gene assocation,,chemical gene assocation ,,False
http://semanticscience.org/resource/SIO_000957,communication device,,communication device ,,False
http://semanticscience.org/resource/SIO_010351,to combine,,combine ,,False
http://semanticscience.org/resource/SIO_000474,secondary graph title,,secondary graph title ,,False
http://semanticscience.org/resource/SIO_001321,fax number,,fax number ,,False
http://semanticscience.org/resource/SIO_000389,to extract,,extract ,,False
http://semanticscience.org/resource/SIO_001236,data collection device,,data collection device ,,False
http://semanticscience.org/resource/SIO_000936,word tree,,word tree ,,False
http://semanticscience.org/resource/SIO_000453,y-axis,,axis ,,False
http://semanticscience.org/resource/SIO_001300,ovopub,,ovopub ,,False
http://semanticscience.org/resource/SIO_001294,very poor quality,,poor quality ,,False
http://semanticscience.org/resource/SIO_000368,equation,,equation ,,False
http://semanticscience.org/resource/SIO_000994,experiment,,experiment ,,False
http://semanticscience.org/resource/SIO_001215,severe,,severe ,,False
http://semanticscience.org/resource/SIO_010786,carbon allotrope,,carbon allotrope ,,False
http://semanticscience.org/resource/SIO_000915,numeric scale,,numeric scale ,,False
http://semanticscience.org/resource/SIO_000432,millenium,,millenium ,,False
http://semanticscience.org/resource/SIO_001273,left-handed helical,,left handed helical ,,False
http://semanticscience.org/resource/SIO_000347,to cool,,cool ,,False
http://semanticscience.org/resource/SIO_001188,SADI semantic web service,,sadi semantic web service ,,False
http://semanticscience.org/resource/SIO_000888,chemical substance role,,chemical substance role ,,False
http://semanticscience.org/resource/SIO_000411,hate,,hate ,,False
http://semanticscience.org/resource/SIO_001109,mean,,mean ,,False
http://semanticscience.org/resource/SIO_000809,partial charge,,partial charge ,,False
http://semanticscience.org/resource/SIO_001252,right open interval,,right open interval ,,False
http://semanticscience.org/resource/SIO_000326,concept,,concept ,,False
http://semanticscience.org/resource/SIO_000952,default parameter,,default parameter ,,False
http://semanticscience.org/resource/SIO_001167,comment,,comment ,,False
http://semanticscience.org/resource/SIO_000867,shyness,,shyness ,,False
http://semanticscience.org/resource/SIO_000384,to emit,,emit ,,False
http://semanticscience.org/resource/SIO_001231,small cytoplasmic RNA (scRNA),,small cytoplasmic rna scrna ,,False
http://semanticscience.org/resource/SIO_000305,process number,,process number ,,False
http://semanticscience.org/resource/SIO_000299,quote,,quote ,,False
http://semanticscience.org/resource/SIO_000931,network diagram,,network diagram ,,False
http://semanticscience.org/resource/SIO_001146,increased object production from increased regulation,,increased object production increased regulation ,,False
http://semanticscience.org/resource/SIO_000846,hysteria,,hysteria ,,False
http://semanticscience.org/resource/SIO_001210,positive,,positive ,,False
http://semanticscience.org/resource/SIO_010781,aromatic ring,,aromatic ring ,,False
http://semanticscience.org/resource/SIO_000910,geographic heatmap,,geographic heatmap ,,False
http://semanticscience.org/resource/SIO_001125,regulation of transcription,,regulation transcription ,,False
http://semanticscience.org/resource/SIO_000825,desire,,desire ,,False
http://semanticscience.org/resource/SIO_000342,term variant,,term variant ,,False
http://semanticscience.org/resource/SIO_001183,statement,,statement ,,False
http://semanticscience.org/resource/SIO_000257,dimensionless quantity,,dimensionless quantity ,,False
http://semanticscience.org/resource/SIO_000883,subject role,,subject role ,,False
http://semanticscience.org/resource/SIO_010049,molecular site,,molecular site ,,False
http://semanticscience.org/resource/SIO_001104,to lose a covalent bond,,lose covalent bond ,,False
http://semanticscience.org/resource/SIO_000804,activator role,,activator role ,,False
http://semanticscience.org/resource/SIO_000798,product role,,product role ,,False
http://semanticscience.org/resource/SIO_000321,cartesian coordinate system,,cartesian coordinate system ,,False
http://semanticscience.org/resource/SIO_001019,dose,,dose ,,False
http://semanticscience.org/resource/SIO_000719,to translocate,,translocate ,,False
http://semanticscience.org/resource/SIO_001162,difference in number of objects produced,,difference number objects produced ,,False
http://semanticscience.org/resource/SIO_000862,remorse,,remorse ,,False
http://semanticscience.org/resource/SIO_010028,genetic data,,genetic data ,,False
http://semanticscience.org/resource/SIO_001077,gene expression value,,gene expression value ,,False
http://semanticscience.org/resource/SIO_000777,to be a member of,,member ,,False
http://semanticscience.org/resource/SIO_010086,gene enhancer,,gene enhancer ,,False
http://semanticscience.org/resource/SIO_001141,decreased spatial extent of process from decreased regulation,,decreased spatial extent process decreased regulation ,,False
http://semanticscience.org/resource/SIO_000841,guilt,,guilt ,,False
http://semanticscience.org/resource/SIO_010007,polypeptide,,polypeptide ,,False
http://semanticscience.org/resource/SIO_001056,character position,,character position ,,False
http://semanticscience.org/resource/SIO_000756,database entry,,database entry ,,False
http://semanticscience.org/resource/SIO_010065,bioinformatic data,,bioinformatic data ,,False
http://semanticscience.org/resource/SIO_001120,therapeutic gene-disease association,,therapeutic gene disease association ,,False
http://semanticscience.org/resource/SIO_000188,abstract section,,abstract section ,,False
http://semanticscience.org/resource/SIO_000820,boredom,,boredom ,,False
http://semanticscience.org/resource/SIO_001035,peer-reviewed,,peer reviewed ,,False
http://semanticscience.org/resource/SIO_000109,novel,,novel ,,False
http://semanticscience.org/resource/SIO_010527,chemical synthesis pathway,,chemical synthesis pathway ,,False
http://semanticscience.org/resource/SIO_010044,atom,,atom ,,False
http://semanticscience.org/resource/SIO_001093,rigid,,rigid ,,False
http://semanticscience.org/resource/SIO_000167,master's thesis,,master thesis ,,False
http://semanticscience.org/resource/SIO_001014,ethnicity,,ethnicity ,,False
http://semanticscience.org/resource/SIO_000714,nurse role,,nurse role ,,False
http://semanticscience.org/resource/SIO_011107,neptunium atom,,neptunium atom ,,False
http://semanticscience.org/resource/SIO_010506,molecular complex,,molecular complex ,,False
http://semanticscience.org/resource/SIO_010023,tertiary structure descriptor,,tertiary structure descriptor ,,False
http://semanticscience.org/resource/SIO_001072,text span end position,,text span end position ,,False
http://semanticscience.org/resource/SIO_000146,monomer,,monomer ,,False
http://semanticscience.org/resource/SIO_010002,tissue,,tissue ,,False
http://semanticscience.org/resource/SIO_000608,curve,,curve ,,False
http://semanticscience.org/resource/SIO_001051,data analysis,,data analysis ,,False
http://semanticscience.org/resource/SIO_000125,hyponym,,hyponym ,,False
http://semanticscience.org/resource/SIO_000751,decreased,,decreased ,,False
http://semanticscience.org/resource/SIO_010060,family history,,family history ,,False
http://semanticscience.org/resource/SIO_000666,township,,township ,,False
http://semanticscience.org/resource/SIO_011059,tungsten atom,,tungsten atom ,,False
http://semanticscience.org/resource/SIO_000183,personal name,,personal name ,,False
http://semanticscience.org/resource/SIO_010458,anion,,anion ,,False
http://semanticscience.org/resource/SIO_001030,major version number,,major version number ,,False
http://semanticscience.org/resource/SIO_000104,language,,language ,,False
http://semanticscience.org/resource/SIO_000098,software method,,software method ,,False
http://semanticscience.org/resource/SIO_000730,physical entity identifier,,physical entity identifier ,,False
http://semanticscience.org/resource/SIO_011123,chemical data,,chemical data ,,False
http://semanticscience.org/resource/SIO_000019,site,,site ,,False
http://semanticscience.org/resource/SIO_010522,nucleophilic addition reaction,,nucleophilic addition reaction ,,False
http://semanticscience.org/resource/SIO_011038,yttrium atom,,yttrium atom ,,False
http://semanticscience.org/resource/SIO_000162,periodical,,periodical ,,False
http://semanticscience.org/resource/SIO_010437,signal transducer,,signal transducer ,,False
http://semanticscience.org/resource/SIO_000077,generic name,,generic name ,,False
http://semanticscience.org/resource/SIO_011102,ytterbium atom,,ytterbium atom ,,False
http://semanticscience.org/resource/SIO_011096,gadolinium atom,,gadolinium atom ,,False
http://semanticscience.org/resource/SIO_010501,aromatic bond,,aromatic bond ,,False
http://semanticscience.org/resource/SIO_000624,chemical functional group,,chemical functional group ,,False
http://semanticscience.org/resource/SIO_011017,argon atom,,argon atom ,,False
http://semanticscience.org/resource/SIO_000141,criterion,,criterion ,,False
http://semanticscience.org/resource/SIO_010416,buffer,,buffer ,,False
http://semanticscience.org/resource/SIO_000539,infinite line,,infinite line ,,False
http://semanticscience.org/resource/SIO_000056,position,,position ,,False
http://semanticscience.org/resource/SIO_011075,rutherfordium atom,,rutherfordium atom ,,False
http://semanticscience.org/resource/SIO_000597,solid state hard drive,,solid state hard drive ,,False
http://semanticscience.org/resource/SIO_000120,scientific name,,scientific name ,,False
http://semanticscience.org/resource/SIO_000518,rectangle,,rectangle ,,False
http://semanticscience.org/resource/SIO_000035,ongoing,,ongoing ,,False
http://semanticscience.org/resource/SIO_000661,province,,province ,,False
http://semanticscience.org/resource/SIO_011054,caesium atom,,caesium atom ,,False
http://semanticscience.org/resource/SIO_001359,information translation,,information translation ,,False
http://semanticscience.org/resource/SIO_010453,acid,,acid ,,False
http://semanticscience.org/resource/SIO_000576,membrane transport,,membrane transport ,,False
http://semanticscience.org/resource/SIO_010368,to be transported,,transported ,,False
http://semanticscience.org/resource/SIO_000014,disposition,,disposition ,,False
http://semanticscience.org/resource/SIO_000640,increased,,increased ,,False
http://semanticscience.org/resource/SIO_011033,selenium atom,,selenium atom ,,False
http://semanticscience.org/resource/SIO_001338,mereological quality,,mereological quality ,,False
http://semanticscience.org/resource/SIO_010432,ligand,,ligand ,,False
http://semanticscience.org/resource/SIO_000555,abnormal,,abnormal ,,False
http://semanticscience.org/resource/SIO_000072,cartesian coordinate,,cartesian coordinate ,,False
http://semanticscience.org/resource/SIO_010347,to modify conformation of,,modify conformation ,,False
http://semanticscience.org/resource/SIO_011091,praseodymium atom,,praseodymium atom ,,False
http://semanticscience.org/resource/SIO_011012,aluminium atom,,aluminium atom ,,False
http://semanticscience.org/resource/SIO_001317,middle name,,middle name ,,False
http://semanticscience.org/resource/SIO_010411,reagent,,reagent ,,False
http://semanticscience.org/resource/SIO_000534,positionally oriented line,,positionally oriented line ,,False
http://semanticscience.org/resource/SIO_000051,compositional quality,,compositional quality ,,False
http://semanticscience.org/resource/SIO_011070,astatine atom,,astatine atom ,,False
http://semanticscience.org/resource/SIO_001375,book section,,book section ,,False
http://semanticscience.org/resource/SIO_000449,plot,,plot ,,False
http://semanticscience.org/resource/SIO_000592,chemical destruction,,chemical destruction ,,False
http://semanticscience.org/resource/SIO_000513,tick mark,,tick mark ,,False
http://semanticscience.org/resource/SIO_000030,biopolymer sequence,,biopolymer sequence ,,False
http://semanticscience.org/resource/SIO_010299,disease,,disease ,,False
http://semanticscience.org/resource/SIO_001354,week,,week ,,False
http://semanticscience.org/resource/SIO_000428,year,,year ,,False
http://semanticscience.org/resource/SIO_000571,brownian motion,,brownian motion ,,False
http://semanticscience.org/resource/SIO_001269,maternally transmitted,,maternally transmitted ,,False
http://semanticscience.org/resource/SIO_000969,communicating,,communicating ,,False
http://semanticscience.org/resource/SIO_010363,product,,product ,,False
http://semanticscience.org/resource/SIO_000486,mouse,,mouse ,,False
http://semanticscience.org/resource/SIO_010278,ploidy,,ploidy ,,False
http://semanticscience.org/resource/SIO_001333,arc,,arc ,,False
http://semanticscience.org/resource/SIO_000407,to increase the rate of formation,,increase rate formation ,,False
http://semanticscience.org/resource/SIO_000550,to increase the activation energy,,increase activation energy ,,False
http://semanticscience.org/resource/SIO_001248,open interval,,open interval ,,False
http://semanticscience.org/resource/SIO_000948,dendrogram,,dendrogram ,,False
http://semanticscience.org/resource/SIO_010342,chemical complex,,chemical complex ,,False
http://semanticscience.org/resource/SIO_000465,data point,,data point ,,False
http://semanticscience.org/resource/SIO_001312,satisfied qualifier,,satisfied qualifier ,,False
http://semanticscience.org/resource/SIO_001227,small cytoplasmic RNA (scRNA) gene,,small cytoplasmic rna scrna gene ,,False
http://semanticscience.org/resource/SIO_000927,telephone,,telephone ,,False
http://semanticscience.org/resource/SIO_001370,slide,,slide ,,False
http://semanticscience.org/resource/SIO_000444,horizontal bar graph,,horizontal bar graph ,,False
http://semanticscience.org/resource/SIO_001285,suicidal,,suicidal ,,False
http://semanticscience.org/resource/SIO_000359,purpose,,purpose ,,False
http://semanticscience.org/resource/SIO_000985,protein coding gene,,protein coding gene ,,False
http://semanticscience.org/resource/SIO_001206,decreased molecular production from decreased regulation,,decreased molecular production decreased regulation ,,False
http://semanticscience.org/resource/SIO_010777,enantiomer,,enantiomer ,,False
http://semanticscience.org/resource/SIO_000906,map,,map ,,False
http://semanticscience.org/resource/SIO_010300,transcription,,transcription ,,False
http://semanticscience.org/resource/SIO_000423,scatterplot,,scatterplot ,,False
http://semanticscience.org/resource/SIO_001264,homozygous,,homozygous ,,False
http://semanticscience.org/resource/SIO_000964,standard operating procedure,,standard operating procedure ,,False
http://semanticscience.org/resource/SIO_000481,deletion variant role,,deletion variant role ,,False
http://semanticscience.org/resource/SIO_001179,full agreement,,full agreement ,,False
http://semanticscience.org/resource/SIO_000879,reactant role,,reactant role ,,False
http://semanticscience.org/resource/SIO_000402,z cartesian coordinate,,z cartesian coordinate ,,False
http://semanticscience.org/resource/SIO_000396,file,,file ,,False
http://semanticscience.org/resource/SIO_001243,likelihood,,likelihood ,,False
http://semanticscience.org/resource/SIO_000317,spatial specification,,spatial specification ,,False
http://semanticscience.org/resource/SIO_000943,start position,,start position ,,False
http://semanticscience.org/resource/SIO_000460,right value axis,,right value axis ,,False
http://semanticscience.org/resource/SIO_000858,pleasure,,pleasure ,,False
http://semanticscience.org/resource/SIO_000375,to supply electricity,,supply electricity ,,False
http://semanticscience.org/resource/SIO_001222,5' splice site,,splice site ,,False
http://semanticscience.org/resource/SIO_010793,chaoite,,chaoite ,,False
http://semanticscience.org/resource/SIO_000922,Gantt chart,,gantt chart ,,False
http://semanticscience.org/resource/SIO_001137,increased duration of process from increased regulation,,increased duration process increased regulation ,,False
http://semanticscience.org/resource/SIO_000837,fear,,fear ,,False
http://semanticscience.org/resource/SIO_000354,dysfunction,,dysfunction ,,False
http://semanticscience.org/resource/SIO_000980,sign language,,sign language ,,False
http://semanticscience.org/resource/SIO_001201,increased molecular degradation from decreased regulation,,increased molecular degradation decreased regulation ,,False
http://semanticscience.org/resource/SIO_001195,behaviour,,behaviour ,,False
http://semanticscience.org/resource/SIO_000269,true,,true ,,False
http://semanticscience.org/resource/SIO_000895,to fluoresce,,fluoresce ,,False
http://semanticscience.org/resource/SIO_001116,union,,union ,,False
http://semanticscience.org/resource/SIO_000816,apathy,,apathy ,,False
http://semanticscience.org/resource/SIO_000333,3D cartesian coordinate,,cartesian coordinate ,,False
http://semanticscience.org/resource/SIO_001174,nucleic acid strand,,nucleic acid strand ,,False
http://semanticscience.org/resource/SIO_000391,time measurement,,time measurement ,,False
http://semanticscience.org/resource/SIO_001089,pH,,ph ,,False
http://semanticscience.org/resource/SIO_000789,sequence element position,,sequence element position ,,False
http://semanticscience.org/resource/SIO_010098,mRNA splice variant,,mrna splice variant ,,False
http://semanticscience.org/resource/SIO_001153,maintenance of level of object consumption,,maintenance level object consumption ,,False
http://semanticscience.org/resource/SIO_000853,lust,,lust ,,False
http://semanticscience.org/resource/SIO_010019,biological data,,biological data ,,False
http://semanticscience.org/resource/SIO_000370,spatial region,,spatial region ,,False
http://semanticscience.org/resource/SIO_001068,control group,,control group ,,False
http://semanticscience.org/resource/SIO_000768,apartment number,,apartment number ,,False
http://semanticscience.org/resource/SIO_000285,academic organization,,academic organization ,,False
http://semanticscience.org/resource/SIO_010077,active ingredient,,active ingredient ,,False
http://semanticscience.org/resource/SIO_001132,process maintenance,,process maintenance ,,False
http://semanticscience.org/resource/SIO_000832,negative emotion,,negative emotion ,,False
http://semanticscience.org/resource/SIO_001047,non-polar,,non polar ,,False
http://semanticscience.org/resource/SIO_000747,investigation,,investigation ,,False
http://semanticscience.org/resource/SIO_001190,REST web service,,rest web service ,,False
http://semanticscience.org/resource/SIO_000264,inductive argument,,inductive argument ,,False
http://semanticscience.org/resource/SIO_000890,toxin role,,toxin role ,,False
http://semanticscience.org/resource/SIO_010056,phenotype,,phenotype ,,False
http://semanticscience.org/resource/SIO_001111,mode,,mode ,,False
http://semanticscience.org/resource/SIO_000179,label,,label ,,False
http://semanticscience.org/resource/SIO_000811,URL,,url ,,False
http://semanticscience.org/resource/SIO_001026,report,,report ,,False
http://semanticscience.org/resource/SIO_000726,administrative role,,administrative role ,,False
http://semanticscience.org/resource/SIO_011119,biomolecular structure descriptor,,biomolecular structure descriptor ,,False
http://semanticscience.org/resource/SIO_010518,addition reaction,,addition reaction ,,False
http://semanticscience.org/resource/SIO_010035,gene,,gene ,,False
http://semanticscience.org/resource/SIO_001084,liquid solution,,liquid solution ,,False
http://semanticscience.org/resource/SIO_000158,book series,,book series ,,False
http://semanticscience.org/resource/SIO_000784,hermaphrodite,,hermaphrodite ,,False
http://semanticscience.org/resource/SIO_001005,drug effect,,drug effect ,,False
http://semanticscience.org/resource/SIO_000705,design,,design ,,False
http://semanticscience.org/resource/SIO_010093,deoxyribonucleic acid primer,,deoxyribonucleic acid primer ,,False
